Weather_ID,Timestamp,Location,Temperature_C,Rainfall_mm,Wind_Speed_kph,Humidity_pct,Weather_Condition
817543,2023-11-29 04:04:00,Bilaspur,23.6,31.1,26.5,52.5,Clear
817544,2024-10-10 20:51:00,Mysuru,37,51.2,3.7,41.6,Cloudy
817545,2025-04-10 15:31:00,Salem,23.7,95.4,2.5,60.8,Stormy
817546,2024-06-10 01:05:00,Hyderabad,36.4,96.1,20.4,68.1,Cloudy
817547,2023-10-11 19:27:00,Gaya,29.7,80.7,30,57.8,Cloudy
817548,2024-08-02 01:59:00,Raipur,12.3,65.7,28.8,67.8,Rainy
817549,2023-01-16 20:02:00,Surat,17.4,98,38.5,43.2,Stormy
817550,2023-01-18 14:06:00,Tiruchirappalli,18.4,12.8,27,87.5,Clear
817551,2023-03-23 11:20:00,Vijayawada,34,22.6,22.3,67.3,Cloudy
817552,2024-05-25 22:04:00,Agra,32.3,20.4,30.6,58.1,Rainy
817553,2023-04-27 03:58:00,Bathinda,38.3,65.3,8.8,89.3,Clear
817554,2024-04-12 18:26:00,Hosur,37.6,86.3,38.8,82.5,Clear
817555,2024-10-21 05:06:00,Thane,31.2,80.3,7.7,88.2,Stormy
817556,2023-08-26 05:38:00,Belgaum,16.1,39.9,12.4,57.3,Rainy
817557,2023-02-23 10:27:00,Kota,14.7,61.2,26.6,85.9,Clear
817558,2024-11-09 16:56:00,Bengaluru,24.7,56.5,22,68.1,Rainy
817559,2023-03-13 12:27:00,Nagpur,33.9,9,26.8,88.4,Rainy
817560,2024-07-12 04:50:00,Chandigarh,24.5,67.7,6.2,30.3,Foggy
817561,2024-12-04 19:04:00,Patna,28.1,47.5,1,46.4,Rainy
817562,2025-01-13 02:00:00,Bokaro,19,80.5,7.3,86.8,Clear
817563,2025-04-02 06:40:00,Chandigarh,12.1,78.7,35.2,54.2,Clear
817564,2024-06-08 11:42:00,Anantapur,34.7,27.1,36.2,53.6,Foggy
817565,2023-06-11 04:18:00,Bokaro,16.5,76,4.5,38.4,Cloudy
817566,2023-10-19 01:23:00,Hyderabad,44.4,61.8,35.6,46.7,Clear
817567,2023-02-02 21:17:00,Panaji,30.2,2.2,39.6,48.3,Stormy
817568,2023-02-22 04:36:00,Siliguri,18.5,19.1,32,70.3,Stormy
817569,2023-02-19 16:33:00,Ujjain,36.9,13.3,15.4,67.3,Stormy
817570,2023-09-08 08:55:00,Navi Mumbai,42.5,97.5,27.2,76.8,Stormy
817571,2023-06-14 17:31:00,Nashik,30,9.1,4.6,93.2,Cloudy
817572,2024-12-30 10:53:00,Chennai,20.6,4.1,22.7,77.8,Cloudy
817573,2024-10-21 07:38:00,Pimpri-Chinchwad,35.3,83.4,16.5,38.7,Foggy
817574,2023-09-24 07:12:00,Patna,34.2,58.4,31.3,88.5,Foggy
817575,2023-01-18 02:13:00,Ahmedabad,22.2,1.9,10.3,91.8,Rainy
817576,2023-01-01 05:37:00,Pimpri-Chinchwad,17.8,72.8,16.5,76.1,Rainy
817577,2024-11-29 18:15:00,Srinagar,38,50.1,15.4,30.5,Stormy
817578,2024-03-26 22:57:00,Panaji,29.6,87,30.7,61.8,Foggy
817579,2025-03-20 06:18:00,Shimla,17.1,54.8,27,45,Foggy
817580,2023-09-09 07:06:00,Vadodara,40.9,54.4,13.6,52.2,Cloudy
817581,2023-01-02 23:46:00,Porbandar,27.8,41.4,37.2,83.9,Foggy
817582,2024-02-13 01:37:00,Shimla,44.2,77.7,0.1,47.3,Clear
817583,2024-09-12 23:36:00,Navi Mumbai,12.2,62.3,4.8,69.2,Clear
817584,2023-08-26 08:21:00,Rourkela,15.7,62.9,3.1,75.5,Stormy
817585,2024-08-23 07:39:00,Bokaro,39.6,70.2,21.9,46.1,Clear
817586,2024-05-12 09:02:00,Balasore,36.7,97.7,26.7,33.8,Stormy
817587,2023-08-30 23:19:00,Thane,34.1,22.6,14.1,80.7,Stormy
817588,2024-12-26 19:04:00,Muzaffarpur,42,37.2,9.6,61.6,Foggy
817589,2024-05-19 21:43:00,Vijayawada,39,2.8,20.1,30.3,Foggy
817590,2025-02-24 09:53:00,Ajmer,20.3,69.2,27.2,56.5,Cloudy
817591,2025-02-17 23:02:00,Gandhinagar,35.5,5.9,29.7,55,Rainy
817592,2023-08-09 08:01:00,Jamshedpur,20.9,78.3,12.9,67.3,Rainy
817593,2025-02-14 21:45:00,Kota,11.9,86.4,26.1,81.9,Clear
817594,2024-09-11 11:49:00,Faridabad,32.6,16.6,17.1,83.2,Foggy
817595,2024-03-13 03:24:00,Bilaspur,37.5,99.1,38.2,43.4,Stormy
817596,2023-03-09 01:19:00,Meerut,22.1,50.6,37.2,51.2,Clear
817597,2024-11-09 21:09:00,Navi Mumbai,19.5,43.4,25.8,69.9,Clear
817598,2023-12-27 19:33:00,Bareilly,17.2,65.4,12.3,37,Foggy
817599,2024-05-06 13:02:00,Mysuru,38.7,73.1,24.1,34.8,Cloudy
817600,2023-01-18 18:17:00,Pimpri-Chinchwad,37.3,37.2,2.9,91.5,Rainy
817601,2025-01-11 07:24:00,Warangal,15.8,95.4,16.1,59.3,Stormy
817602,2023-02-17 01:57:00,Tuticorin,24.9,2.9,23.2,84.8,Stormy
817603,2023-07-14 21:22:00,Moradabad,33.6,22.8,19,34.8,Rainy
817604,2024-08-09 16:39:00,Ludhiana,27.1,47.7,39.8,76.7,Foggy
817605,2024-01-12 01:42:00,Karimnagar,14.8,57.4,0.8,32.3,Rainy
817606,2024-07-08 07:41:00,Tiruchirappalli,20.1,89.2,32.2,33.4,Cloudy
817607,2025-02-07 09:39:00,Kota,37.7,64.7,23.3,77.1,Cloudy
817608,2024-12-04 04:29:00,Ghaziabad,22.6,31.7,23.2,34.9,Rainy
817609,2024-11-22 07:27:00,Mumbai,24,72.2,25.2,69.9,Foggy
817610,2023-01-25 09:15:00,Hosur,22.4,44.9,2.8,50.2,Foggy
817611,2024-03-03 13:34:00,Noida,14.1,19.1,28.8,53.3,Rainy
817612,2024-02-01 12:20:00,Noida,41.4,27,17,91,Cloudy
817613,2024-03-03 09:40:00,Jaipur,30.6,9.9,32,88.4,Cloudy
817614,2024-01-07 09:34:00,Srinagar,11.9,84,26,51.3,Stormy
817615,2023-11-17 22:02:00,Chandigarh,17.6,43.6,17.7,54,Rainy
817616,2024-09-27 07:31:00,Panipat,37.6,63.8,21.2,61.7,Rainy
817617,2025-04-04 07:09:00,Kolkata,37.8,30.7,38.1,78.1,Clear
817618,2023-06-14 14:16:00,Tirunelveli,22,66.5,9.2,81.2,Clear
817619,2024-02-17 22:43:00,Moradabad,15.9,18.1,38.4,60,Clear
817620,2024-05-06 13:05:00,Kurukshetra,27.7,27.4,29.6,39.1,Foggy
817621,2023-11-01 08:59:00,Imphal,21.5,56,2.9,73.6,Cloudy
817622,2024-07-02 16:52:00,Delhi,25.2,7.4,39.8,68.7,Cloudy
817623,2023-02-05 17:04:00,Thane,20.3,72.9,1.7,55.5,Rainy
817624,2023-04-24 19:56:00,Naya Raipur,11.9,20,8.7,68.7,Cloudy
817625,2024-06-27 23:34:00,Raipur,31.3,39.3,39.3,92.3,Foggy
817626,2024-06-18 04:11:00,Kochi,32.8,70.8,6.8,64.6,Rainy
817627,2024-09-28 04:20:00,Karnal,18.9,57.3,38.1,87.3,Clear
817628,2024-10-25 11:00:00,Ambala,13.4,25.4,2.4,90.1,Clear
817629,2023-09-15 06:14:00,Chennai,22.3,38.4,38.8,86.9,Cloudy
817630,2023-07-09 03:38:00,Srinagar,14.4,14.7,0.8,52.6,Stormy
817631,2024-11-02 11:02:00,Karimnagar,30.6,88.9,23.7,52.2,Clear
817632,2024-03-11 13:41:00,Aizawl,28.1,40.6,5.3,30.6,Rainy
817633,2024-08-31 07:35:00,Ranchi,20.9,35.8,35.7,61.2,Stormy
817634,2024-01-01 06:31:00,Tuticorin,18.8,76.6,19.3,72,Stormy
817635,2023-02-19 07:40:00,Darbhanga,14.1,15.5,21.8,87.7,Clear
817636,2024-05-25 03:07:00,Allahabad,32.3,72.3,1.8,47.9,Foggy
817637,2024-05-19 20:06:00,Jamshedpur,14.9,14.6,35.5,40.8,Rainy
817638,2024-11-02 03:13:00,Imphal,43.6,80.2,15.6,50.6,Clear
817639,2025-02-07 07:40:00,Mysuru,30.7,43,6,87.5,Cloudy
817640,2023-01-28 11:36:00,Vasai,17.8,57.1,29.3,94.7,Foggy
817641,2023-10-24 02:45:00,Faridabad,15.2,10.5,37.6,44.9,Stormy
817642,2023-09-02 21:42:00,Mumbai,31.5,90.8,18.3,32.3,Foggy
817643,2023-03-01 22:15:00,Surat,34.5,57.7,7.8,85.6,Stormy
817644,2023-03-30 02:41:00,Tirupati,14.9,77.1,36.9,83.9,Clear
817645,2024-04-28 02:32:00,Salem,14.3,36.8,17.3,83.9,Rainy
817646,2024-03-19 06:57:00,Chandigarh,43.9,49.6,2.7,55.6,Rainy
817647,2024-09-06 23:52:00,Shimla,39.9,89.3,30.7,61.4,Cloudy
817648,2023-07-24 23:46:00,Dehradun,23.9,5.6,34.4,82.1,Clear
817649,2023-02-26 06:43:00,Dehradun,12.2,83.4,22,87.1,Clear
817650,2024-12-15 12:37:00,Kurukshetra,20.1,20.7,28.8,87.7,Rainy
817651,2024-02-19 20:39:00,Karnal,22.5,51,27.3,61.4,Cloudy
817652,2023-06-22 01:55:00,Patna,24.3,66,9.3,51.2,Foggy
817653,2023-05-10 05:31:00,Ahmedabad,44.2,57.2,26.7,74.9,Stormy
817654,2023-04-18 18:16:00,Faridabad,22.6,32.7,34.2,69.2,Cloudy
817655,2023-11-24 03:58:00,Ludhiana,13.9,88.3,14.5,39.4,Foggy
817656,2025-04-04 06:53:00,Anantapur,21.2,81.4,14.7,74.1,Rainy
817657,2024-09-17 10:14:00,Vizhinjam,14.8,45.4,17.3,74.3,Clear
817658,2025-02-13 13:28:00,Thane,33.6,57.3,28.6,42,Cloudy
817659,2024-07-06 00:29:00,Panaji,37.6,2.1,28,32.2,Cloudy
817660,2024-10-20 19:25:00,Shillong,14.3,59.6,7.6,59.8,Foggy
817661,2023-12-17 09:54:00,Nellore,31.5,35.7,1.6,64.7,Rainy
817662,2023-11-20 13:12:00,Bhopal,40.6,21.5,31.6,43.4,Stormy
817663,2025-02-01 04:47:00,Porbandar,30.9,21.2,2.9,58.7,Cloudy
817664,2024-02-02 14:38:00,Itanagar,25.1,66.3,5.6,44.3,Rainy
817665,2024-03-10 09:18:00,Ahmedabad,22.2,96.2,26.6,90.9,Rainy
817666,2023-03-15 00:39:00,Paradip,15.3,16.1,24.7,53.6,Rainy
817667,2023-12-30 17:05:00,Hisar,29.9,94.6,10.7,62.7,Rainy
817668,2025-01-05 03:26:00,Kollam,15.7,8.2,14.5,87.7,Stormy
817669,2024-01-31 01:49:00,Ranchi,10.8,65.2,4.9,48.2,Rainy
817670,2025-01-26 09:28:00,Aurangabad,35.4,40.5,37.1,71.6,Stormy
817671,2024-04-15 13:41:00,Panipat,14.8,62.6,32.6,82.5,Stormy
817672,2025-03-28 15:30:00,Vasai,29.5,58.6,17.2,84.6,Clear
817673,2024-05-13 21:59:00,Panipat,40.6,66.9,34.4,44,Clear
817674,2023-12-09 14:21:00,Tuticorin,29.9,70.6,22.7,40.2,Cloudy
817675,2023-11-08 17:18:00,Siliguri,30,36.1,13.1,55.6,Clear
817676,2023-01-16 22:33:00,Kalyan,35.4,32.4,6.5,69.2,Stormy
817677,2023-04-08 21:44:00,Durgapur,22,98.7,29.2,72.2,Clear
817678,2023-08-31 18:08:00,Madurai,22.2,73.7,27.8,55.4,Foggy
817679,2023-09-08 11:28:00,Berhampur,32.5,37.3,21.2,54.4,Clear
817680,2024-07-10 02:38:00,Tirunelveli,27.8,88.6,28.2,93.7,Clear
817681,2023-12-02 07:31:00,Varanasi,19.8,57.1,12.3,76.8,Stormy
817682,2025-03-12 23:54:00,Ambala,42.5,6.5,11,83.1,Rainy
817683,2023-09-18 11:14:00,Berhampur,14.6,84.2,12.4,63.7,Clear
817684,2023-01-28 02:26:00,Balasore,19.3,93.9,2.6,60.8,Stormy
817685,2024-09-04 03:32:00,Vizhinjam,17.8,96.5,32.1,87.3,Cloudy
817686,2024-01-01 13:07:00,Siliguri,17.1,54.2,0.2,76.9,Clear
817687,2025-03-05 21:00:00,Howrah,12.3,39.1,18.1,81.8,Rainy
817688,2024-03-21 11:59:00,Guwahati,24.6,81.9,7.7,56.6,Rainy
817689,2025-02-14 02:42:00,Navi Mumbai,14.1,95.5,27.6,36.9,Foggy
817690,2023-12-11 18:24:00,Itanagar,34.9,20.8,38.8,32.4,Clear
817691,2024-03-13 12:04:00,Siliguri,24.3,62.6,4.3,79.7,Cloudy
817692,2023-12-25 17:44:00,Hubli,35.8,90.3,31.5,82,Cloudy
817693,2023-05-01 11:30:00,Jamshedpur,40.1,80.7,11.5,86.3,Clear
817694,2025-04-05 17:41:00,Surat,10.2,1.6,0.3,46,Cloudy
817695,2023-09-02 23:05:00,Tiruchirappalli,44.8,82.4,2.1,53.5,Rainy
817696,2023-10-21 03:22:00,Warangal,10.2,26,27.2,66.4,Cloudy
817697,2024-08-07 11:50:00,Ghaziabad,35,91,32.6,87.8,Stormy
817698,2024-09-18 13:27:00,Mumbai,12.4,15.2,32.5,63.6,Stormy
817699,2024-05-29 12:08:00,Vadodara,33,57.1,11.5,33.5,Stormy
817700,2024-10-11 09:53:00,Dehradun,18.8,85.1,29.6,43.8,Cloudy
817701,2024-08-28 05:52:00,Varanasi,11.5,37.3,29.4,64.8,Cloudy
817702,2024-03-31 19:52:00,Ajmer,39.2,99.8,17.8,73.6,Stormy
817703,2024-02-08 21:29:00,Bathinda,17.8,78.8,6.9,80,Clear
817704,2023-03-30 12:42:00,Thane,27,72.9,31,84.7,Rainy
817705,2023-05-12 05:06:00,Agra,29.8,58.5,3.6,89.1,Rainy
817706,2025-02-19 02:50:00,Rajkot,14.9,85.9,31.2,78.5,Rainy
817707,2023-07-13 21:03:00,Jaipur,11.4,16.9,25.5,53.6,Foggy
817708,2024-05-15 10:00:00,Vizhinjam,18,93.1,0.1,90.6,Foggy
817709,2024-09-12 14:37:00,Bhagalpur,30.7,85.8,35.6,54.7,Cloudy
817710,2024-08-09 10:33:00,Delhi,34,18.1,12.6,85,Cloudy
817711,2023-09-12 11:53:00,Hubli,30.2,32.9,33.7,53.1,Foggy
817712,2024-06-07 10:22:00,Madurai,42.5,28.7,11.5,66.9,Rainy
817713,2024-10-16 10:37:00,Gangtok,13.7,72.3,12.2,93,Cloudy
817714,2024-03-08 08:14:00,Aurangabad,16.6,31.4,16.5,90.5,Cloudy
817715,2024-09-17 15:27:00,Hosur,35.2,11.6,22.8,37.2,Rainy
817716,2025-03-27 23:05:00,Aizawl,19.8,80.4,1.1,58.1,Clear
817717,2024-02-17 01:59:00,Chennai,24.4,51.3,4.5,36.6,Cloudy
817718,2024-02-22 14:05:00,Mangalore,27.4,88,32.8,55.2,Rainy
817719,2025-02-10 14:05:00,Karimnagar,29,32.8,3.1,62,Foggy
817720,2024-02-19 12:55:00,Rohtak,34.3,63.2,23.5,58.1,Rainy
817721,2025-04-03 07:54:00,Noida,12,80.6,20,75.8,Foggy
817722,2024-03-17 14:43:00,Aligarh,25.9,1.9,17,53.8,Clear
817723,2024-06-25 16:17:00,Ranchi,35.7,46.9,30.6,77.1,Foggy
817724,2024-03-27 18:11:00,Karnal,40.5,0.4,16,69.1,Rainy
817725,2024-08-31 17:13:00,Bathinda,15.2,33,21.4,35.5,Clear
817726,2023-06-07 19:25:00,Meerut,34.7,64.5,16.1,41.8,Foggy
817727,2023-08-30 02:22:00,Darbhanga,44.4,77.3,1,53.4,Foggy
817728,2024-10-14 18:49:00,Jamshedpur,29.9,24.2,0.2,85.8,Rainy
817729,2025-04-06 04:32:00,Karnal,30.9,71.3,3,73.6,Clear
817730,2023-05-27 12:28:00,Jhansi,35.5,65,37,63,Rainy
817731,2024-08-24 01:16:00,Bokaro,34.9,79,15.1,61.9,Foggy
817732,2024-10-09 21:52:00,Ajmer,33.9,61.2,22.1,48.4,Foggy
817733,2024-06-01 13:44:00,Imphal,37.8,67.5,20.7,57.6,Foggy
817734,2023-05-06 04:29:00,Guwahati,25.2,99.1,29.1,53.7,Cloudy
817735,2023-11-08 11:28:00,Patna,26.5,12.4,16.1,50.5,Stormy
817736,2023-09-14 19:06:00,Raipur,26.1,64.7,18.3,52.8,Clear
817737,2025-02-17 16:57:00,Thrissur,33,71.3,12.1,90.8,Stormy
817738,2024-10-16 17:24:00,Thane,37.1,55.3,38.2,81.9,Clear
817739,2023-04-24 15:18:00,Howrah,35.4,83.7,8.4,70.3,Stormy
817740,2023-06-18 19:35:00,Vizhinjam,35.4,64.7,35.6,35,Cloudy
817741,2024-12-16 15:38:00,Srinagar,41.3,37.2,29.7,61.7,Clear
817742,2023-05-29 13:02:00,Mumbai,23.6,7,8,67.5,Cloudy
817743,2023-12-01 19:59:00,Satna,29.5,75.9,32,32.8,Cloudy
817744,2023-01-13 07:21:00,Vizhinjam,24,42.3,8.9,82.8,Foggy
817745,2024-10-07 18:52:00,Vadodara,38.9,64.4,10.7,90.1,Foggy
817746,2024-02-01 03:03:00,Kochi,33.8,37.6,16.2,35.2,Cloudy
817747,2024-11-13 20:32:00,Panipat,12.4,36.1,28.6,88.7,Cloudy
817748,2023-05-15 02:37:00,Moradabad,10.2,40.5,3.3,75.7,Cloudy
817749,2024-09-17 02:28:00,Muzaffarpur,31.3,5.2,3,66.3,Foggy
817750,2025-01-14 17:24:00,Satna,24.9,29.3,8.7,84.8,Clear
817751,2023-01-12 18:05:00,Ajmer,16.6,55.4,28,52,Rainy
817752,2023-06-29 02:19:00,Shimla,28.1,12.3,27.5,88,Stormy
817753,2024-10-17 02:23:00,Jaipur,35.1,37.9,29.3,68.5,Clear
817754,2023-09-11 06:03:00,Porbandar,44.5,42.1,20.8,36.8,Foggy
817755,2024-06-10 23:02:00,Tirupati,33.6,46.9,30.3,47.7,Cloudy
817756,2023-08-31 06:19:00,Aligarh,38.5,58.6,20,74.2,Stormy
817757,2024-11-27 01:19:00,Coimbatore,39.5,54.7,20.1,91.9,Cloudy
817758,2024-03-17 23:43:00,Kolkata,18,23.4,0.9,76.5,Cloudy
817759,2023-09-19 21:24:00,Surat,36.6,78.8,39.4,35.3,Rainy
817760,2024-04-03 10:58:00,Thrissur,16.9,94.8,11.5,43.5,Rainy
817761,2023-05-02 09:37:00,Chennai,21.8,35.3,14.5,37.5,Foggy
817762,2023-04-24 03:51:00,Shimla,15.8,84.5,8.8,86.6,Rainy
817763,2023-03-27 02:48:00,Rewa,24.1,95.4,22.3,37,Rainy
817764,2023-08-30 08:52:00,Anantapur,34.1,27.8,17.9,68.8,Foggy
817765,2023-11-04 02:53:00,Naya Raipur,16.3,37.3,36.6,30.4,Rainy
817766,2024-04-03 02:09:00,Tuticorin,20.7,52.5,5.1,39.5,Clear
817767,2025-03-28 18:21:00,Jaipur,35.2,18.1,32.3,41.6,Foggy
817768,2023-09-27 06:00:00,Imphal,42.8,76.3,14.2,77.4,Foggy
817769,2024-07-15 11:16:00,Visakhapatnam,29.4,38.9,25.1,67.8,Stormy
817770,2025-03-06 03:44:00,Berhampur,32.2,38.2,5.9,52.3,Clear
817771,2024-02-08 21:19:00,Shillong,14.8,69.3,21.1,74.1,Stormy
817772,2024-07-07 10:01:00,Rewa,22.3,71.6,26.8,83.7,Rainy
817773,2023-09-19 13:13:00,Noida,37.1,77.7,29,73.4,Foggy
817774,2024-08-04 14:46:00,Tirupati,40,59.4,23.4,77.6,Stormy
817775,2024-06-13 00:23:00,Hisar,42.1,15.8,27.9,45.6,Rainy
817776,2024-11-16 09:41:00,Jodhpur,10.1,93.4,0.1,42.7,Stormy
817777,2024-03-27 07:53:00,Anantapur,44,72.1,23.6,78.4,Foggy
817778,2024-08-07 13:20:00,Aizawl,34.6,69.4,10.8,93,Rainy
817779,2023-02-02 15:47:00,Bilaspur,26.8,49.7,0.2,43.7,Foggy
817780,2023-03-19 01:40:00,Berhampur,30.5,96.6,0.5,83.6,Stormy
817781,2023-07-16 02:34:00,Pimpri-Chinchwad,19.1,98.4,12.3,62.3,Clear
817782,2024-01-14 13:18:00,Nanded,23.4,45.5,14.6,91.7,Cloudy
817783,2024-04-08 21:43:00,Nagpur,34.9,24.6,8.5,62.1,Stormy
817784,2023-04-26 17:41:00,Pune,36.5,48.6,25.3,62.3,Rainy
817785,2024-01-06 03:21:00,Gangtok,37.6,97.6,14.1,49.4,Cloudy
817786,2023-04-25 09:18:00,Rourkela,13.2,62.6,30.8,76.8,Foggy
817787,2024-04-15 08:46:00,Itanagar,32.5,88,8,80.3,Foggy
817788,2023-06-10 17:52:00,Nellore,31,92.4,26.6,48,Rainy
817789,2024-02-20 22:27:00,Naya Raipur,23.4,64.9,29.5,86.9,Clear
817790,2023-05-20 12:28:00,Nellore,27.5,41.1,31.9,41.9,Rainy
817791,2024-07-06 22:36:00,Darbhanga,41.8,86,1.8,71.2,Clear
817792,2024-01-09 17:03:00,Bathinda,15.2,75.9,27.3,39.6,Stormy
817793,2023-10-26 10:41:00,Vizhinjam,40.7,21.4,38.2,87,Cloudy
817794,2023-06-26 04:04:00,Rohtak,40.3,55.1,18,66.1,Cloudy
817795,2024-08-09 03:56:00,Madurai,43.8,44.1,0.2,68.9,Cloudy
817796,2024-07-22 14:11:00,Paradip,15.6,48.3,11.3,80.9,Clear
817797,2024-05-16 10:43:00,Gwalior,37.4,17.7,0.3,88.1,Clear
817798,2025-02-01 05:32:00,Jaipur,36.6,87.8,27.6,40.9,Cloudy
817799,2024-06-16 15:20:00,Surat,23.3,22.3,32,89.1,Clear
817800,2024-03-04 16:24:00,Pimpri-Chinchwad,18.9,70.7,10.8,87.1,Foggy
817801,2024-09-18 18:43:00,Rourkela,26.8,44.9,39.2,54.2,Stormy
817802,2025-01-16 17:00:00,Vasai,35.2,59.2,25.1,42.4,Cloudy
817803,2024-03-08 23:26:00,Berhampur,28.5,51,17.4,37.3,Clear
817804,2024-08-13 22:16:00,Pimpri-Chinchwad,26.1,47.7,19.9,94.8,Foggy
817805,2023-03-11 13:11:00,Kota,18.5,66.5,32.4,52.1,Cloudy
817806,2024-03-20 23:04:00,Darbhanga,29.8,20.7,26.9,35.3,Stormy
817807,2024-05-27 05:15:00,Ujjain,33.5,83.7,30.3,42.6,Rainy
817808,2024-03-11 02:41:00,Kohima,11.4,56.1,18.9,93.3,Clear
817809,2023-01-12 15:34:00,Thrissur,16.2,19.9,1.8,90.9,Clear
817810,2024-10-15 09:56:00,Rajkot,21.5,8,34,66.7,Clear
817811,2025-01-05 04:52:00,Nashik,23.4,30.3,38.1,39.3,Foggy
817812,2023-09-29 03:11:00,Vadodara,40.3,69.3,34,47,Stormy
817813,2025-03-08 14:23:00,Thrissur,31.3,77.8,4.8,55.8,Clear
817814,2024-06-12 11:50:00,Hubli,18,79.4,29.3,93,Cloudy
817815,2024-07-09 06:53:00,Allahabad,23.7,20.3,37.2,81.8,Foggy
817816,2025-03-15 22:40:00,Kollam,18.1,85.4,13.3,79.1,Rainy
817817,2023-02-19 03:26:00,Thrissur,42.2,21.1,26.3,69.8,Foggy
817818,2023-03-24 16:45:00,Ujjain,18.2,15.4,11.9,68.4,Clear
817819,2024-10-02 13:58:00,Patna,39.6,92.9,36.3,91.2,Clear
817820,2024-07-08 07:51:00,Jabalpur,27.8,89.1,24.7,84.4,Rainy
817821,2024-04-15 15:55:00,Aurangabad,18.1,26.2,28.9,66,Rainy
817822,2023-01-23 21:50:00,Tirupati,39.7,11.7,28.4,48.9,Clear
817823,2024-07-16 09:48:00,Nagpur,41.9,49.9,33.2,88.4,Foggy
817824,2024-09-12 01:13:00,Nanded,30.3,81.5,3.3,41.2,Clear
817825,2023-05-12 14:52:00,Bareilly,36.4,34.1,2.9,76.8,Stormy
817826,2023-02-23 10:47:00,Bokaro,18.9,3.4,4.2,49.4,Foggy
817827,2023-07-18 02:33:00,Pimpri-Chinchwad,24.2,44.7,4.1,45.3,Stormy
817828,2024-07-16 20:29:00,Mangalore,21.1,41.9,4,67.7,Stormy
817829,2023-03-28 05:35:00,Hyderabad,33.8,46.1,30.7,38.4,Rainy
817830,2024-09-18 15:52:00,Durgapur,42.5,81.3,6,74.4,Stormy
817831,2024-04-09 06:28:00,Delhi,13.2,33.8,9.3,56.9,Cloudy
817832,2023-02-23 03:02:00,Kurukshetra,42.7,31.1,31.6,42.1,Cloudy
817833,2025-01-26 18:13:00,Durgapur,39.1,37.3,29.1,90.2,Stormy
817834,2023-03-27 11:27:00,Ludhiana,21.8,97.1,25.2,92.8,Foggy
817835,2024-01-10 00:51:00,Amritsar,38.7,4.4,10.2,91.5,Foggy
817836,2024-11-25 01:09:00,Mysuru,42.8,26.7,12.9,34.3,Rainy
817837,2024-09-29 18:32:00,Tuticorin,36.3,7.7,13.3,69.7,Clear
817838,2023-07-08 12:16:00,Jaipur,32.2,48.9,14.2,65.9,Rainy
817839,2023-06-25 14:47:00,Coimbatore,19.6,43.7,29.4,64.1,Clear
817840,2025-03-29 12:32:00,Hyderabad,44.9,74.9,5.9,44.8,Stormy
817841,2024-02-09 21:20:00,Noida,44.1,71,36.6,91.3,Foggy
817842,2025-04-01 08:57:00,Surat,21.2,87.3,18,35.6,Stormy
817843,2023-04-13 23:59:00,Nashik,39,51.7,13.3,91.5,Rainy
817844,2023-08-06 13:58:00,Vadodara,11.3,59.5,31.7,82.6,Clear
817845,2024-09-16 05:22:00,Kakinada,13.3,88.2,7.7,58.1,Cloudy
817846,2023-02-08 23:27:00,Vizhinjam,29.6,85.9,22.9,78.8,Rainy
817847,2023-05-25 18:53:00,Dehradun,12.6,6.8,35.3,35.2,Rainy
817848,2023-04-03 06:58:00,Karimnagar,44.1,16.5,0.8,74.3,Foggy
817849,2024-08-27 17:07:00,Gwalior,21.5,65.5,31.3,42.9,Rainy
817850,2024-07-29 14:19:00,Jamshedpur,10.7,23.8,5.7,59.5,Clear
817851,2023-03-10 09:54:00,Amaravati,15.8,49.9,2.7,77.8,Stormy
817852,2023-07-18 12:29:00,Guwahati,21.2,98.6,0.5,50.8,Rainy
817853,2025-04-11 09:29:00,Warangal,41.5,58.7,0.3,41,Stormy
817854,2024-01-06 02:49:00,Tiruchirappalli,40.6,34.3,15.3,82.8,Cloudy
817855,2023-12-21 11:19:00,Hubli,24.1,20.6,21.7,68,Cloudy
817856,2023-05-03 03:11:00,Ambala,34.6,83.2,31.4,66.3,Foggy
817857,2024-12-15 10:56:00,Agra,20.6,6.3,7.8,38.2,Foggy
817858,2024-01-08 17:43:00,Kalyan,16,49.8,13.7,47.5,Clear
817859,2024-02-28 04:22:00,Rajkot,43.1,61.4,39.6,85.5,Stormy
817860,2024-12-01 02:15:00,Durgapur,40.1,30.1,11.5,55.3,Stormy
817861,2023-04-17 02:37:00,Moradabad,24.6,82.2,22.2,55.5,Stormy
817862,2025-04-08 06:55:00,Vijayawada,42,97.8,25.7,63.6,Clear
817863,2024-07-14 09:34:00,Dehradun,13.8,4.9,39.5,55.3,Clear
817864,2025-03-19 14:00:00,Imphal,32.5,98.3,4.4,40.2,Clear
817865,2023-09-28 22:05:00,Dhanbad,44.1,29.9,12.8,93.3,Cloudy
817866,2024-04-26 14:21:00,Lucknow,28.5,67.3,30,39.1,Foggy
817867,2023-10-08 02:17:00,Bhopal,18.3,75.1,3.7,56.5,Rainy
817868,2023-06-11 03:12:00,Ghaziabad,24.5,84.7,18.4,57,Foggy
817869,2023-05-19 00:18:00,Paradip,34.2,39.2,2.2,62.9,Clear
817870,2023-11-15 19:37:00,Navi Mumbai,38.6,49.9,4.8,63,Foggy
