Station_ID,Location,Capacity_kW,Installation_Date,Power_Level
27522,Thrissur,43,2019-02-20,Level 2
27523,Vijayawada,100,2019-04-04,Level 2
27524,Hosur,100,2020-09-05,Level 2
27525,Lucknow,100,2021-05-15,Level 2
27526,Ludhiana,250,2020-04-14,DC Fast
27527,Noida,3.3,2023-06-23,Level 1
27528,Saharanpur,60,2020-09-07,Level 2
27529,Mysuru,60,2021-12-23,Level 2
27530,Coimbatore,11,2024-02-07,Level 1
27531,Amritsar,22,2021-06-16,Level 1
27532,Nellore,11,2022-07-01,Level 1
27533,Kota,200,2019-04-06,DC Fast
27534,Navi Mumbai,75,2021-03-16,Level 2
27535,Jhansi,250,2020-12-17,DC Fast
27536,Rewa,120,2019-12-11,DC Fast
27537,Chennai,22,2020-12-20,Level 1
27538,Panaji,7.2,2019-01-23,Level 1
27539,Noida,30,2019-05-31,Level 2
27540,Nagpur,11,2022-11-17,Level 1
27541,Gandhinagar,200,2020-04-30,DC Fast
27542,Panaji,100,2022-12-11,Level 2
27543,Kakinada,300,2019-11-12,DC Fast
27544,Rewa,300,2023-12-19,DC Fast
27545,Aurangabad,180,2021-04-14,DC Fast
27546,Bathinda,22,2020-12-17,Level 1
27547,Vasai,120,2021-03-26,DC Fast
27548,Kochi,150,2022-11-15,DC Fast
27549,Silchar,120,2022-01-29,DC Fast
27550,Hubli,22,2021-06-02,Level 1
27551,Gangtok,75,2019-11-03,Level 2
27552,Belgaum,300,2022-01-09,DC Fast
27553,Gaya,11,2022-03-01,Level 1
27554,Meerut,7.2,2020-11-08,Level 1
27555,Jabalpur,3.3,2024-06-30,Level 1
27556,Coimbatore,50,2024-07-04,Level 2
27557,Imphal,150,2022-05-16,DC Fast
27558,Dharwad,22,2019-06-14,Level 1
27559,Madurai,120,2022-04-24,DC Fast
27560,Meerut,11,2020-08-17,Level 1
27561,Visakhapatnam,60,2024-09-13,Level 2
27562,Mumbai,150,2023-05-20,DC Fast
27563,Raipur,90,2023-10-29,Level 2
27564,Hubli,60,2023-10-21,Level 2
27565,Rohtak,90,2022-11-15,Level 2
27566,Gaya,22,2022-09-18,Level 1
27567,Coimbatore,60,2024-08-09,Level 2
27568,Srinagar,120,2020-07-18,DC Fast
27569,Jhansi,22,2023-08-05,Level 1
27570,Naya Raipur,30,2021-01-27,Level 2
27571,Navi Mumbai,3.3,2020-12-26,Level 1
27572,Agra,50,2021-05-11,Level 2
27573,Hyderabad,7.2,2024-05-25,Level 1
27574,Guwahati,100,2024-02-01,Level 2
27575,Chandigarh,90,2023-07-25,Level 2
27576,Madurai,50,2022-05-04,Level 2
27577,Jabalpur,120,2022-02-17,DC Fast
27578,Anantapur,43,2024-01-04,Level 2
27579,Chennai,120,2020-03-26,DC Fast
27580,Madurai,50,2022-08-26,Level 2
27581,Nanded,75,2021-01-09,Level 2
27582,Rewa,30,2019-10-17,Level 2
27583,Jhansi,250,2022-10-04,DC Fast
27584,Coimbatore,11,2024-04-14,Level 1
27585,Jaipur,75,2022-09-19,Level 2
27586,Rewa,50,2022-08-09,Level 2
27587,Mumbai,100,2019-07-12,Level 2
27588,Jabalpur,120,2020-04-27,DC Fast
27589,Vizhinjam,90,2023-09-19,Level 2
27590,Rohtak,120,2023-08-05,DC Fast
27591,Asansol,50,2019-07-03,Level 2
27592,Aligarh,3.3,2024-05-16,Level 1
27593,Navi Mumbai,75,2020-03-05,Level 2
27594,Tuticorin,180,2022-02-17,DC Fast
27595,Dehradun,11,2019-07-10,Level 1
27596,Solapur,250,2023-02-15,DC Fast
27597,Pune,60,2021-03-07,Level 2
27598,Jhansi,43,2019-02-25,Level 2
27599,Bareilly,11,2019-06-12,Level 1
27600,Kakinada,7.2,2019-04-17,Level 1
27601,Rourkela,11,2023-07-08,Level 1
27602,Kota,11,2023-05-08,Level 1
27603,Madurai,7.2,2022-01-26,Level 1
27604,Ghaziabad,22,2024-09-21,Level 1
27605,Mysuru,60,2024-07-01,Level 2
27606,Bareilly,120,2019-11-14,DC Fast
27607,Solapur,50,2024-02-06,Level 2
27608,Panipat,22,2020-09-30,Level 1
27609,Siliguri,250,2019-06-09,DC Fast
27610,Gandhinagar,120,2020-11-28,DC Fast
27611,Tiruchirappalli,300,2021-03-07,DC Fast
27612,Bhopal,180,2022-11-21,DC Fast
27613,Karnal,60,2021-04-16,Level 2
27614,Madurai,75,2019-11-08,Level 2
27615,Siliguri,30,2019-09-27,Level 2
27616,Durgapur,90,2019-05-15,Level 2
27617,Amritsar,100,2022-08-12,Level 2
27618,Aurangabad,200,2024-03-24,DC Fast
27619,Ahmedabad,60,2019-01-14,Level 2
27620,Itanagar,180,2023-07-20,DC Fast
27621,Bhagalpur,180,2021-08-26,DC Fast
27622,Bokaro,30,2024-03-12,Level 2
27623,Tiruchirappalli,250,2023-07-24,DC Fast
27624,Aizawl,120,2024-05-13,DC Fast
27625,Guwahati,100,2020-10-17,Level 2
27626,Raipur,300,2024-01-17,DC Fast
27627,Durgapur,7.2,2021-07-12,Level 1
27628,Satna,7.2,2022-01-21,Level 1
27629,Hosur,300,2024-01-12,DC Fast
27630,Ambala,90,2022-04-26,Level 2
27631,Amritsar,250,2023-01-01,DC Fast
27632,Guntur,150,2023-07-20,DC Fast
27633,Jodhpur,200,2021-01-18,DC Fast
27634,Cuttack,100,2020-06-25,Level 2
27635,Kollam,22,2019-03-23,Level 1
27636,Itanagar,7.2,2020-12-26,Level 1
27637,Delhi,11,2023-09-20,Level 1
27638,Itanagar,100,2022-08-13,Level 2
27639,Hosur,300,2024-03-01,DC Fast
27640,Guwahati,200,2020-04-20,DC Fast
27641,Madurai,120,2022-08-09,DC Fast
27642,Chennai,120,2023-05-09,DC Fast
27643,Bareilly,22,2020-09-07,Level 1
27644,Aligarh,90,2023-09-19,Level 2
27645,Bhagalpur,50,2020-05-27,Level 2
27646,Raipur,150,2019-03-23,DC Fast
27647,Lucknow,150,2021-09-22,DC Fast
27648,Bengaluru,120,2019-03-19,DC Fast
27649,Coimbatore,50,2022-01-22,Level 2
27650,Pimpri-Chinchwad,100,2020-12-18,Level 2
27651,Vizhinjam,150,2023-11-08,DC Fast
27652,Hubli,100,2020-12-06,Level 2
27653,Saharanpur,22,2022-12-14,Level 1
27654,Hosur,150,2019-11-28,DC Fast
27655,Ahmedabad,30,2022-07-10,Level 2
27656,Anantapur,300,2019-02-24,DC Fast
27657,Noida,150,2020-08-01,DC Fast
27658,Hyderabad,75,2019-05-06,Level 2
27659,Moradabad,7.2,2023-08-04,Level 1
27660,Siliguri,22,2020-06-06,Level 1
27661,Solapur,120,2023-08-03,DC Fast
27662,Bokaro,3.3,2023-02-11,Level 1
27663,Gaya,3.3,2019-09-27,Level 1
27664,Ludhiana,250,2021-06-01,DC Fast
27665,Satna,11,2023-11-30,Level 1
27666,Guwahati,250,2023-09-21,DC Fast
27667,Rohtak,30,2021-03-18,Level 2
27668,Vijayawada,11,2020-10-14,Level 1
27669,Thrissur,180,2021-03-06,DC Fast
27670,Ghaziabad,11,2023-07-10,Level 1
27671,Amritsar,50,2021-01-18,Level 2
27672,Shimla,200,2019-06-02,DC Fast
27673,Karnal,200,2023-10-14,DC Fast
27674,Paradip,300,2023-06-18,DC Fast
27675,Pimpri-Chinchwad,75,2024-01-20,Level 2
27676,Amaravati,150,2019-02-27,DC Fast
27677,Visakhapatnam,60,2019-04-23,Level 2
27678,Mangalore,250,2019-11-30,DC Fast
27679,Bathinda,22,2022-05-29,Level 1
27680,Jabalpur,11,2022-08-25,Level 1
27681,Vizhinjam,100,2024-05-09,Level 2
27682,Karimnagar,11,2023-09-08,Level 1
27683,Rourkela,60,2019-11-20,Level 2
27684,Pune,7.2,2020-09-27,Level 1
27685,Meerut,11,2024-03-25,Level 1
27686,Vadodara,7.2,2022-09-20,Level 1
27687,Aurangabad,250,2023-03-24,DC Fast
27688,Saharanpur,22,2023-11-02,Level 1
27689,Berhampur,120,2019-12-18,DC Fast
27690,Porbandar,30,2023-08-01,Level 2
27691,Agra,11,2020-04-01,Level 1
27692,Ambala,100,2022-12-19,Level 2
27693,Jodhpur,150,2023-11-28,DC Fast
27694,Rajkot,150,2023-10-01,DC Fast
27695,Hosur,30,2021-11-28,Level 2
27696,Dehradun,250,2022-01-09,DC Fast
27697,Gangtok,30,2024-08-03,Level 2
27698,Ghaziabad,100,2022-06-24,Level 2
27699,Tiruchirappalli,150,2022-06-12,DC Fast
27700,Bhagalpur,120,2021-11-15,DC Fast
27701,Srinagar,3.3,2024-09-14,Level 1
27702,Bokaro,43,2019-11-06,Level 2
27703,Amritsar,300,2024-04-26,DC Fast
27704,Moradabad,100,2024-03-01,Level 2
27705,Paradip,22,2020-06-30,Level 1
27706,Jodhpur,50,2023-06-01,Level 2
27707,Varanasi,90,2022-12-06,Level 2
27708,Vijayawada,90,2023-03-29,Level 2
27709,Darbhanga,43,2020-03-27,Level 2
27710,Vasai,11,2022-06-16,Level 1
27711,Tiruchirappalli,120,2021-10-16,DC Fast
27712,Thrissur,22,2021-11-19,Level 1
27713,Bokaro,22,2021-12-01,Level 1
27714,Jamshedpur,300,2024-02-02,DC Fast
27715,Bilaspur,30,2022-01-05,Level 2
27716,Moradabad,43,2020-06-25,Level 2
27717,Ghaziabad,180,2024-09-25,DC Fast
27718,Pimpri-Chinchwad,50,2022-09-30,Level 2
27719,Rajkot,200,2022-02-19,DC Fast
27720,Raipur,43,2023-03-07,Level 2
27721,Srinagar,30,2022-04-17,Level 2
27722,Shillong,43,2021-12-01,Level 2
27723,Shillong,22,2021-05-08,Level 1
27724,Amaravati,7.2,2021-09-25,Level 1
27725,Pune,60,2023-09-01,Level 2
27726,Bokaro,11,2019-10-08,Level 1
27727,Rohtak,75,2020-10-19,Level 2
27728,Bathinda,30,2021-03-30,Level 2
27729,Durgapur,90,2023-08-28,Level 2
27730,Nashik,22,2021-10-05,Level 1
27731,Ghaziabad,120,2022-03-10,DC Fast
27732,Cuttack,150,2019-07-10,DC Fast
27733,Vasai,300,2024-05-14,DC Fast
27734,Ludhiana,11,2024-02-29,Level 1
27735,Jabalpur,50,2023-02-11,Level 2
27736,Pune,90,2021-03-23,Level 2
27737,Siliguri,200,2024-09-24,DC Fast
27738,Coimbatore,300,2019-12-04,DC Fast
27739,Paradip,150,2021-06-18,DC Fast
27740,Kota,250,2021-01-05,DC Fast
27741,Dehradun,100,2023-03-22,Level 2
27742,Kota,3.3,2024-09-30,Level 1
27743,Hosur,75,2022-09-13,Level 2
27744,Jaipur,60,2021-06-21,Level 2
27745,Dhanbad,60,2019-07-10,Level 2
27746,Shimla,100,2020-10-15,Level 2
27747,Rewa,250,2024-10-01,DC Fast
27748,Hosur,22,2021-12-27,Level 1
27749,Guwahati,200,2023-02-04,DC Fast
27750,Gaya,200,2020-11-24,DC Fast
27751,Tirunelveli,3.3,2023-05-31,Level 1
27752,Ajmer,180,2023-07-06,DC Fast
27753,Amaravati,100,2023-10-02,Level 2
27754,Nellore,180,2024-01-20,DC Fast
27755,Vijayawada,50,2022-05-21,Level 2
27756,Jamshedpur,250,2020-12-08,DC Fast
27757,Rohtak,7.2,2022-08-07,Level 1
27758,Mangalore,100,2019-09-16,Level 2
27759,Mysuru,100,2019-05-07,Level 2
27760,Gandhinagar,150,2023-05-20,DC Fast
27761,Faridabad,60,2022-06-23,Level 2
27762,Bhopal,3.3,2024-03-27,Level 1
27763,Tuticorin,75,2021-08-17,Level 2
27764,Tirupati,60,2020-01-27,Level 2
27765,Srinagar,22,2020-03-09,Level 1
27766,Bhopal,300,2022-02-24,DC Fast
27767,Imphal,180,2020-12-23,DC Fast
27768,Ghaziabad,300,2023-11-02,DC Fast
27769,Gwalior,7.2,2021-05-19,Level 1
27770,Warangal,100,2022-06-25,Level 2
27771,Gangtok,30,2020-10-30,Level 2
27772,Imphal,30,2019-08-29,Level 2
27773,Nagpur,3.3,2020-11-05,Level 1
27774,Hosur,75,2020-04-11,Level 2
27775,Vadodara,60,2020-01-02,Level 2
27776,Jodhpur,7.2,2020-08-26,Level 1
27777,Salem,100,2019-03-09,Level 2
27778,Tuticorin,150,2023-11-17,DC Fast
27779,Pimpri-Chinchwad,180,2020-08-28,DC Fast
27780,Patna,7.2,2022-04-13,Level 1
27781,Gaya,30,2020-12-20,Level 2
27782,Panaji,7.2,2021-09-04,Level 1
27783,Ahmedabad,200,2023-10-16,DC Fast
27784,Bathinda,30,2020-03-25,Level 2
27785,Bathinda,150,2021-02-24,DC Fast
27786,Naya Raipur,30,2019-09-25,Level 2
27787,Ambala,50,2019-01-15,Level 2
27788,Rewa,30,2023-04-22,Level 2
27789,Nanded,75,2020-01-07,Level 2
27790,Ahmedabad,200,2019-10-14,DC Fast
27791,Aizawl,300,2024-02-11,DC Fast
27792,Pimpri-Chinchwad,7.2,2022-07-16,Level 1
27793,Jabalpur,150,2020-12-10,DC Fast
27794,Anantapur,22,2021-03-17,Level 1
27795,Thane,200,2020-11-13,DC Fast
27796,Tuticorin,11,2022-11-28,Level 1
27797,Kollam,11,2022-08-11,Level 1
27798,Rohtak,60,2021-10-23,Level 2
27799,Tiruchirappalli,43,2021-06-04,Level 2
27800,Hubli,200,2023-04-23,DC Fast
27801,Tirunelveli,22,2021-02-02,Level 1
27802,Gaya,60,2024-07-18,Level 2
27803,Dehradun,300,2023-03-08,DC Fast
27804,Hubli,75,2021-10-14,Level 2
27805,Bathinda,30,2020-10-09,Level 2
27806,Raipur,7.2,2021-11-13,Level 1
27807,Mangalore,43,2020-09-29,Level 2
27808,Delhi,75,2022-10-10,Level 2
27809,Chennai,250,2023-01-16,DC Fast
27810,Vasai,250,2020-05-22,DC Fast
27811,Howrah,3.3,2022-07-25,Level 1
27812,Hubli,90,2020-10-11,Level 2
27813,Thrissur,300,2021-05-12,DC Fast
27814,Nellore,7.2,2022-11-12,Level 1
27815,Bareilly,11,2022-05-25,Level 1
27816,Vadodara,3.3,2024-04-18,Level 1
27817,Berhampur,43,2024-07-28,Level 2
27818,Patna,30,2022-01-27,Level 2
27819,Bengaluru,150,2023-08-18,DC Fast
27820,Dharwad,75,2019-04-16,Level 2
27821,Hisar,75,2021-04-13,Level 2
27822,Silchar,11,2019-11-11,Level 1
27823,Kollam,100,2019-03-27,Level 2
27824,Muzaffarpur,120,2020-06-20,DC Fast
27825,Madurai,200,2021-05-13,DC Fast
27826,Bengaluru,250,2021-11-29,DC Fast
27827,Delhi,50,2020-02-21,Level 2
27828,Ahmedabad,30,2024-05-31,Level 2
27829,Tirunelveli,30,2024-02-16,Level 2
27830,Kakinada,50,2024-05-18,Level 2
27831,Ambala,7.2,2022-08-04,Level 1
27832,Silchar,200,2021-01-10,DC Fast
27833,Bokaro,250,2023-05-24,DC Fast
27834,Ludhiana,150,2019-04-11,DC Fast
27835,Porbandar,100,2020-04-18,Level 2
27836,Ranchi,180,2020-08-22,DC Fast
27837,Thane,90,2020-05-27,Level 2
27838,Madurai,11,2022-02-08,Level 1
27839,Meerut,43,2024-03-15,Level 2
27840,Shillong,90,2023-01-18,Level 2
27841,Patna,300,2022-02-10,DC Fast
27842,Kalyan,200,2022-02-26,DC Fast
27843,Muzaffarpur,180,2020-01-19,DC Fast
27844,Dharwad,60,2021-03-28,Level 2
27845,Tirunelveli,50,2023-10-23,Level 2
27846,Bengaluru,150,2023-06-28,DC Fast
27847,Rourkela,43,2020-10-15,Level 2
27848,Lucknow,250,2023-05-21,DC Fast
27849,Howrah,75,2023-10-08,Level 2
27850,Noida,100,2024-01-27,Level 2
27851,Panipat,200,2022-07-16,DC Fast
27852,Belgaum,180,2021-03-16,DC Fast
27853,Kollam,120,2023-05-17,DC Fast
27854,Solapur,50,2019-03-02,Level 2
27855,Vizhinjam,150,2021-04-18,DC Fast
27856,Kochi,60,2024-01-13,Level 2
27857,Rohtak,11,2021-08-31,Level 1
27858,Coimbatore,3.3,2019-12-22,Level 1
27859,Shillong,7.2,2020-10-21,Level 1
27860,Allahabad,150,2022-03-31,DC Fast
27861,Moradabad,200,2019-10-21,DC Fast
27862,Dehradun,150,2019-05-19,DC Fast
27863,Hyderabad,60,2019-10-10,Level 2
27864,Imphal,60,2019-12-27,Level 2
27865,Dehradun,60,2023-05-20,Level 2
27866,Kohima,43,2022-01-10,Level 2
27867,Kurukshetra,250,2022-02-03,DC Fast
27868,Ambala,250,2020-05-25,DC Fast
27869,Bengaluru,3.3,2021-10-26,Level 1
27870,Shillong,200,2019-12-01,DC Fast
27871,Itanagar,3.3,2023-07-05,Level 1
27872,Anantapur,250,2019-11-25,DC Fast
27873,Mumbai,150,2024-02-12,DC Fast
27874,Kochi,7.2,2022-02-24,Level 1
27875,Kurukshetra,150,2021-12-04,DC Fast
27876,Panaji,60,2020-06-29,Level 2
27877,Kakinada,200,2022-05-07,DC Fast
27878,Dehradun,75,2020-07-09,Level 2
27879,Kakinada,250,2022-08-22,DC Fast
27880,Jodhpur,150,2022-12-24,DC Fast
27881,Meerut,22,2023-03-31,Level 1
27882,Dhanbad,50,2022-06-08,Level 2
27883,Jamshedpur,60,2021-01-31,Level 2
27884,Amritsar,300,2023-03-19,DC Fast
27885,Bathinda,60,2022-04-20,Level 2
27886,Anantapur,90,2023-03-08,Level 2
27887,Lucknow,150,2021-12-11,DC Fast
27888,Nashik,120,2019-12-13,DC Fast
27889,Thane,250,2024-01-12,DC Fast
27890,Hubli,180,2019-08-21,DC Fast
27891,Rourkela,300,2023-06-18,DC Fast
27892,Coimbatore,30,2021-07-13,Level 2
27893,Ahmedabad,22,2020-03-17,Level 1
27894,Bhopal,250,2020-01-15,DC Fast
27895,Hubli,150,2022-04-13,DC Fast
27896,Naya Raipur,11,2019-10-26,Level 1
27897,Moradabad,7.2,2019-02-27,Level 1
27898,Ambala,3.3,2021-11-16,Level 1
27899,Durgapur,7.2,2024-09-18,Level 1
27900,Aligarh,180,2019-05-24,DC Fast
27901,Visakhapatnam,3.3,2020-06-28,Level 1
27902,Hisar,150,2023-08-29,DC Fast
27903,Jamshedpur,100,2019-07-30,Level 2
27904,Noida,100,2019-07-09,Level 2
27905,Pimpri-Chinchwad,180,2024-09-11,DC Fast
27906,Mangalore,100,2022-03-24,Level 2
27907,Bokaro,150,2021-01-28,DC Fast
27908,Hyderabad,75,2021-12-06,Level 2
27909,Guwahati,180,2024-01-19,DC Fast
27910,Raipur,120,2019-11-06,DC Fast
27911,Dhanbad,150,2023-11-23,DC Fast
27912,Vasai,3.3,2023-02-01,Level 1
27913,Siliguri,60,2021-06-18,Level 2
27914,Aizawl,50,2022-09-19,Level 2
27915,Amaravati,30,2023-04-04,Level 2
27916,Kolkata,180,2022-09-02,DC Fast
27917,Gaya,3.3,2019-10-15,Level 1
27918,Kalyan,50,2022-12-04,Level 2
27919,Satna,60,2022-07-30,Level 2
27920,Solapur,100,2023-09-05,Level 2
27921,Panipat,30,2023-08-27,Level 2
27922,Chennai,30,2024-06-23,Level 2
27923,Pimpri-Chinchwad,200,2023-01-15,DC Fast
27924,Panipat,60,2023-04-12,Level 2
27925,Ahmedabad,120,2024-08-27,DC Fast
27926,Satna,7.2,2020-08-24,Level 1
27927,Satna,120,2020-08-28,DC Fast
27928,Warangal,3.3,2020-01-19,Level 1
27929,Mumbai,50,2021-11-02,Level 2
27930,Panipat,30,2023-12-27,Level 2
27931,Dehradun,7.2,2023-08-26,Level 1
27932,Mangalore,75,2024-05-12,Level 2
27933,Naya Raipur,90,2019-01-06,Level 2
27934,Aligarh,180,2019-06-05,DC Fast
27935,Shillong,250,2023-06-20,DC Fast
27936,Ajmer,120,2020-11-14,DC Fast
27937,Shimla,43,2020-08-10,Level 2
27938,Ahmedabad,180,2020-07-27,DC Fast
27939,Jabalpur,120,2021-05-15,DC Fast
27940,Jaipur,150,2020-10-04,DC Fast
27941,Nellore,300,2024-02-21,DC Fast
27942,Ranchi,50,2022-10-22,Level 2
27943,Nagpur,7.2,2020-01-11,Level 1
27944,Siliguri,100,2024-08-14,Level 2
27945,Navi Mumbai,180,2022-05-20,DC Fast
27946,Varanasi,3.3,2019-05-28,Level 1
27947,Nashik,3.3,2020-11-23,Level 1
27948,Panaji,300,2021-07-05,DC Fast
27949,Ambala,150,2019-06-26,DC Fast
27950,Vijayawada,3.3,2022-06-17,Level 1
27951,Durgapur,200,2020-06-30,DC Fast
27952,Solapur,120,2024-02-12,DC Fast
27953,Rajkot,200,2020-10-19,DC Fast
27954,Kochi,180,2019-11-17,DC Fast
27955,Bokaro,11,2019-05-17,Level 1
27956,Jaipur,22,2022-10-19,Level 1
27957,Panaji,200,2020-08-26,DC Fast
27958,Hyderabad,43,2021-01-01,Level 2
27959,Meerut,50,2019-07-17,Level 2
27960,Itanagar,300,2020-02-27,DC Fast
27961,Ranchi,90,2023-03-19,Level 2
27962,Kochi,90,2023-08-12,Level 2
27963,Bokaro,300,2022-07-15,DC Fast
27964,Ambala,11,2023-09-28,Level 1
27965,Aizawl,90,2024-06-03,Level 2
27966,Amaravati,75,2022-08-24,Level 2
27967,Rohtak,7.2,2019-10-07,Level 1
27968,Aizawl,43,2020-10-20,Level 2
27969,Mangalore,30,2020-01-13,Level 2
27970,Silchar,43,2019-05-08,Level 2
27971,Kochi,200,2020-03-02,DC Fast
27972,Berhampur,60,2019-12-14,Level 2
27973,Anantapur,75,2022-10-07,Level 2
27974,Asansol,200,2019-06-23,DC Fast
27975,Bathinda,250,2021-05-10,DC Fast
27976,Gaya,7.2,2024-01-04,Level 1
27977,Bokaro,300,2023-07-08,DC Fast
27978,Gangtok,100,2023-03-02,Level 2
27979,Bhagalpur,75,2022-10-31,Level 2
27980,Pimpri-Chinchwad,250,2020-07-14,DC Fast
27981,Tiruchirappalli,120,2023-07-26,DC Fast
27982,Bilaspur,22,2020-11-08,Level 1
27983,Kolkata,300,2020-08-17,DC Fast
27984,Aligarh,75,2021-12-28,Level 2
27985,Rourkela,7.2,2023-01-26,Level 1
27986,Jaipur,11,2019-06-07,Level 1
27987,Dehradun,90,2024-07-10,Level 2
27988,Coimbatore,100,2022-07-13,Level 2
27989,Bhagalpur,30,2020-08-15,Level 2
27990,Kakinada,60,2022-11-13,Level 2
27991,Ambala,50,2020-09-21,Level 2
27992,Hosur,250,2020-05-06,DC Fast
27993,Allahabad,100,2021-04-11,Level 2
27994,Chandigarh,180,2024-03-29,DC Fast
27995,Vizhinjam,150,2021-03-04,DC Fast
27996,Rourkela,22,2022-09-30,Level 1
27997,Thrissur,50,2022-02-12,Level 2
27998,Bhopal,60,2022-08-27,Level 2
27999,Salem,100,2023-11-06,Level 2
28000,Thane,250,2023-03-26,DC Fast
28001,Agra,30,2021-07-23,Level 2
28002,Bathinda,22,2019-07-05,Level 1
28003,Aurangabad,75,2024-06-19,Level 2
28004,Ranchi,100,2022-03-15,Level 2
28005,Siliguri,7.2,2020-01-19,Level 1
28006,Bathinda,100,2020-09-19,Level 2
28007,Kalyan,30,2023-06-15,Level 2
28008,Kollam,43,2019-09-14,Level 2
28009,Durgapur,43,2024-01-01,Level 2
28010,Agra,150,2019-04-11,DC Fast
28011,Vasai,180,2021-02-24,DC Fast
28012,Lucknow,7.2,2021-07-31,Level 1
28013,Ajmer,11,2021-09-05,Level 1
28014,Chandigarh,250,2023-12-24,DC Fast
28015,Vasai,100,2022-05-01,Level 2
28016,Berhampur,11,2022-01-26,Level 1
28017,Ambala,150,2021-09-17,DC Fast
28018,Asansol,250,2024-04-07,DC Fast
28019,Thrissur,75,2022-06-29,Level 2
28020,Aurangabad,3.3,2019-09-10,Level 1
28021,Pune,120,2020-08-26,DC Fast
28022,Meerut,7.2,2021-07-18,Level 1
28023,Jhansi,43,2022-06-20,Level 2
28024,Naya Raipur,200,2022-03-21,DC Fast
28025,Rourkela,60,2019-08-07,Level 2
28026,Kollam,30,2023-01-19,Level 2
28027,Amaravati,11,2023-07-10,Level 1
28028,Hisar,75,2023-07-19,Level 2
28029,Tuticorin,180,2024-01-24,DC Fast
28030,Belgaum,250,2021-12-02,DC Fast
28031,Muzaffarpur,22,2020-07-19,Level 1
28032,Aligarh,30,2023-05-09,Level 2
28033,Mangalore,75,2020-03-02,Level 2
28034,Allahabad,180,2022-12-16,DC Fast
28035,Kolkata,250,2022-03-24,DC Fast
28036,Berhampur,120,2022-01-12,DC Fast
28037,Asansol,100,2021-01-21,Level 2
28038,Aizawl,22,2022-07-29,Level 1
28039,Bareilly,7.2,2024-05-04,Level 1
28040,Ghaziabad,50,2022-12-10,Level 2
28041,Imphal,120,2021-12-31,DC Fast
28042,Aizawl,120,2022-09-24,DC Fast
28043,Imphal,180,2024-06-29,DC Fast
28044,Naya Raipur,11,2019-11-24,Level 1
28045,Agra,7.2,2021-08-23,Level 1
28046,Thane,90,2019-04-18,Level 2
28047,Faridabad,43,2020-01-28,Level 2
28048,Nellore,11,2024-02-15,Level 1
28049,Dharwad,7.2,2023-06-15,Level 1
28050,Chennai,43,2023-06-26,Level 2
28051,Ujjain,250,2023-04-21,DC Fast
28052,Srinagar,3.3,2023-03-05,Level 1
28053,Warangal,300,2023-08-01,DC Fast
28054,Cuttack,90,2020-01-15,Level 2
28055,Vijayawada,90,2023-07-19,Level 2
28056,Ranchi,11,2022-09-21,Level 1
28057,Rewa,90,2019-07-12,Level 2
28058,Gandhinagar,250,2023-03-13,DC Fast
28059,Naya Raipur,300,2022-07-13,DC Fast
28060,Coimbatore,3.3,2021-11-03,Level 1
28061,Howrah,250,2019-05-05,DC Fast
28062,Aligarh,60,2020-07-31,Level 2
28063,Rohtak,180,2019-01-24,DC Fast
28064,Tirupati,120,2024-03-16,DC Fast
28065,Aligarh,180,2020-07-14,DC Fast
28066,Guntur,7.2,2022-02-25,Level 1
28067,Balasore,300,2020-07-17,DC Fast
28068,Jaipur,75,2024-05-13,Level 2
28069,Kolkata,60,2022-12-19,Level 2
28070,Paradip,30,2022-08-08,Level 2
28071,Vijayawada,120,2022-07-08,DC Fast
28072,Salem,3.3,2020-12-15,Level 1
28073,Navi Mumbai,90,2022-03-19,Level 2
28074,Balasore,250,2021-11-01,DC Fast
28075,Ranchi,90,2024-03-19,Level 2
28076,Silchar,200,2024-07-10,DC Fast
28077,Kolkata,3.3,2024-05-02,Level 1
28078,Patna,50,2023-01-16,Level 2
28079,Mysuru,90,2019-02-27,Level 2
28080,Dhanbad,22,2020-09-14,Level 1
28081,Rajkot,100,2023-10-13,Level 2
28082,Salem,300,2021-03-10,DC Fast
28083,Nagpur,180,2023-03-16,DC Fast
28084,Aizawl,7.2,2022-03-01,Level 1
28085,Durgapur,43,2023-01-23,Level 2
28086,Mysuru,30,2021-12-29,Level 2
28087,Dhanbad,90,2020-07-15,Level 2
28088,Tirupati,50,2022-10-06,Level 2
28089,Paradip,120,2021-10-05,DC Fast
28090,Kochi,250,2024-08-01,DC Fast
28091,Kolkata,3.3,2019-04-02,Level 1
28092,Guntur,43,2024-09-21,Level 2
28093,Tirupati,43,2022-11-08,Level 2
28094,Mumbai,60,2023-12-13,Level 2
28095,Nanded,120,2020-07-05,DC Fast
28096,Nashik,300,2019-06-03,DC Fast
28097,Warangal,30,2019-01-23,Level 2
28098,Agra,300,2020-03-19,DC Fast
28099,Madurai,3.3,2021-08-27,Level 1
28100,Berhampur,3.3,2022-09-16,Level 1
28101,Porbandar,60,2023-04-16,Level 2
28102,Hosur,90,2019-07-21,Level 2
28103,Dharwad,30,2022-02-20,Level 2
28104,Srinagar,30,2022-02-20,Level 2
28105,Thane,30,2022-01-30,Level 2
28106,Silchar,250,2024-03-18,DC Fast
28107,Kohima,200,2022-12-08,DC Fast
28108,Hyderabad,50,2020-03-16,Level 2
28109,Varanasi,30,2020-06-08,Level 2
28110,Kolkata,60,2019-08-04,Level 2
28111,Bengaluru,250,2022-07-09,DC Fast
